,order_id,user_id,product_id,aisle_id,department_id,order_number,order_dow,order_hour_of_day,days_since_prior_order,add_to_cart_order,reordered,user_total_orders,user_avg_days_between,user_avg_cart_pos,user_total_reorders,prod_total_reorders,prod_reorder_rate,prod_order_count,prod_avg_cart_pos
939943,2202430,23040,9447,45,19,16,2,11,8.0,18,0,16,8.0,11.0,16,2,0.4,5,6.4
641430,1778788,177409,36695,83,4,7,0,17,30.0,7,0,7,30.0,8.5,6,630,0.6803455723542117,926,9.802375809935205
506104,1140230,96884,5970,112,3,5,2,18,30.0,6,1,5,30.0,6.5,9,38,0.6909090909090909,55,7.545454545454546
1141434,2905301,93938,13807,38,1,42,0,14,7.0,5,1,42,7.0,9.5,18,87,0.6796875,128,8.78125
722488,1673670,14533,27999,123,4,9,4,11,9.0,5,1,9,9.0,11.0,16,72,0.39344262295081966,183,9.994535519125684
1199363,2987510,125554,20580,107,19,4,2,16,7.0,5,1,4,7.0,3.0,3,164,0.6029411764705882,272,10.327205882352942
61740,340991,154983,44632,115,7,10,2,10,7.0,4,1,10,7.0,8.0,8,2662,0.7924977671926169,3359,6.303364096457279
1019309,2560340,61788,43706,75,17,16,3,15,30.0,7,1,16,30.0,6.5,8,1,0.5,2,8.0
248377,799804,10849,20734,117,19,6,2,10,30.0,6,0,6,30.0,9.5,8,239,0.569047619047619,420,10.223809523809523
763735,1726862,109006,44987,53,16,8,0,14,21.0,3,0,8,21.0,2.5,2,443,0.5045558086560364,878,8.207289293849659
14939,267883,163343,48364,83,4,5,1,19,30.0,8,1,5,30.0,7.5,9,487,0.5316593886462883,916,9.12227074235808
1032022,2516470,168182,260,24,4,15,0,09,6.0,4,1,15,6.0,13.0,22,741,0.6098765432098765,1215,10.76954732510288
715921,1853019,133400,287,96,20,6,0,17,30.0,13,0,6,30.0,9.0,9,130,0.7602339181286549,171,7.023391812865497
258167,566425,8756,4462,94,7,8,4,19,30.0,6,0,8,30.0,4.0,5,143,0.6137339055793991,233,7.888412017167382
1157235,2925171,121978,39922,123,4,13,0,09,30.0,7,1,13,30.0,6.5,5,204,0.555858310626703,367,8.288828337874659
994438,2451140,45147,24838,91,16,7,4,19,30.0,1,1,7,30.0,5.0,7,1615,0.7445827570308898,2169,6.283079760258183
111339,392194,141277,12218,112,3,30,2,14,4.0,3,0,30,4.0,2.0,2,96,0.6486486486486487,148,7.8108108108108105
464848,1297675,18328,27336,123,4,6,0,16,30.0,5,1,6,30.0,4.0,1,322,0.5304777594728172,607,9.906095551894563
387245,743199,61436,21376,107,19,16,5,15,1.0,4,1,16,1.0,2.5,1,462,0.6135458167330677,753,11.371845949535192
1149297,2921029,126230,11494,100,21,39,4,12,13.0,15,1,39,13.0,8.0,14,73,0.37435897435897436,195,7.851282051282051
1070903,2817708,133943,40229,131,9,19,0,14,30.0,15,1,19,30.0,14.5,25,94,0.5026737967914439,187,11.117647058823529
1273418,3107735,77561,28842,16,4,6,5,07,30.0,10,1,6,30.0,8.5,14,1142,0.5947916666666667,1920,8.995833333333334
510641,1366791,27239,32689,123,4,4,5,09,10.0,2,1,4,10.0,6.0,7,594,0.6012145748987854,988,8.178137651821862
406409,1030046,52149,16757,53,16,13,3,10,26.0,2,1,13,26.0,4.5,7,102,0.6754966887417219,151,6.655629139072848
324683,897000,8990,32115,6,2,5,5,19,30.0,5,1,5,30.0,18.0,17,40,0.7843137254901961,51,12.07843137254902
12948,16910,175009,39693,16,4,9,1,13,9.0,12,1,9,9.0,8.5,12,45,0.35714285714285715,126,9.03968253968254
1352849,3209302,137590,19933,105,13,5,4,18,9.0,11,1,5,9.0,9.5,12,7,0.35,20,7.75
1193650,2752416,198612,9816,78,19,26,6,23,7.0,3,1,26,7.0,12.5,14,6,0.42857142857142855,14,9.285714285714286
819800,1991138,128872,3874,92,18,24,6,16,30.0,19,0,24,30.0,10.0,11,23,0.45098039215686275,51,12.529411764705882
881551,2321370,5511,21419,34,1,4,4,16,30.0,23,0,4,30.0,15.0,20,0,0.0,1,23.0
829017,2053721,139762,41549,21,16,48,1,09,4.0,9,1,48,4.0,8.5,8,27,0.48214285714285715,56,8.964285714285714
1194173,2980063,169254,16759,83,4,31,5,06,13.0,2,1,31,13.0,5.5,10,1034,0.5935706084959816,1742,9.654994259471872
72632,76584,20894,13535,51,13,4,2,17,6.0,11,0,4,6.0,8.0,9,380,0.5255878284923928,723,9.966804979253112
368603,929316,4273,21038,128,3,26,5,13,23.0,6,1,26,23.0,4.5,8,72,0.8888888888888888,81,7.382716049382716
939882,2202227,186554,45066,24,4,5,3,13,6.0,5,1,5,6.0,10.5,8,2655,0.7476767107856942,3551,7.892987890735005
1180172,2734355,119011,26436,37,1,11,5,12,20.0,1,1,11,20.0,4.5,6,4,0.5714285714285714,7,5.142857142857143
496492,1342698,110586,27142,91,16,8,0,16,30.0,11,1,8,30.0,10.5,14,35,0.4430379746835443,79,9.240506329113924
1296738,3132438,92315,27966,123,4,42,6,18,10.0,5,1,42,10.0,3.5,3,4279,0.7715470609448251,5546,7.628921745402091
437921,1071124,46481,23630,78,19,12,2,17,30.0,7,1,12,30.0,5.5,10,94,0.6482758620689655,145,9.172413793103448
180681,472698,158874,33636,4,9,14,2,20,30.0,30,0,14,30.0,18.5,9,126,0.5575221238938053,226,11.06637168141593
408812,1035158,163743,17858,54,17,12,0,14,30.0,8,0,12,30.0,16.0,17,69,0.49640287769784175,139,9.640287769784173
314891,886146,17211,44142,83,4,8,3,18,9.0,1,0,8,9.0,2.5,2,925,0.6301089918256131,1468,8.703678474114442
124338,139194,145486,27450,100,21,9,6,21,4.0,5,0,9,4.0,19.5,29,8,0.6153846153846154,13,10.384615384615385
793674,1959936,20995,31717,16,4,6,1,17,22.0,7,1,6,22.0,9.0,3,2308,0.6545660805445264,3526,9.616279069767442
216771,761861,96843,23341,86,16,34,1,04,19.0,3,1,34,19.0,5.5,8,212,0.585635359116022,362,6.837016574585635
471174,1302763,126757,21903,123,4,63,0,13,3.0,16,1,63,3.0,13.0,9,8055,0.8232829108748978,9784,7.485384300899428
268963,581940,141872,32035,4,9,8,1,22,8.0,5,0,8,8.0,14.5,20,42,0.49411764705882355,85,12.847058823529412
1014480,2553958,134464,4031,29,13,36,6,21,3.0,22,0,36,3.0,12.0,18,2,0.07692307692307693,26,8.884615384615385
171526,212035,73702,18441,72,13,22,5,14,19.0,14,1,22,19.0,8.0,8,258,0.42295081967213116,610,10.372131147540983
131823,152837,113703,160,97,13,43,1,23,0.0,23,1,43,0.0,13.0,23,35,0.2755905511811024,127,10.251968503937007
700957,1834884,8519,4166,106,12,6,0,09,30.0,2,0,6,30.0,2.5,0,4,0.5714285714285714,7,12.571428571428571
1291119,3351876,130143,48487,30,6,10,1,17,0.0,1,0,10,0.0,2.5,0,23,0.5476190476190477,42,9.30952380952381
86628,366904,81555,26157,37,1,14,0,10,30.0,6,0,14,30.0,5.5,4,11,0.5238095238095238,21,10.761904761904763
875179,2114914,30481,38200,31,7,6,5,20,30.0,3,1,6,30.0,19.5,20,229,0.7003058103975535,327,7.529051987767584
577243,1211212,27682,27344,96,20,31,3,16,25.0,7,0,31,25.0,4.5,3,1179,0.6593959731543624,1788,9.247762863534676
787661,1751010,25952,20323,81,15,7,6,16,30.0,18,0,7,30.0,12.5,9,54,0.6585365853658537,82,10.292682926829269
568439,1448317,3935,26604,24,4,9,5,15,11.0,29,0,9,11.0,22.5,29,1843,0.6482588814632431,2843,8.930003517411185
262047,574697,121197,26604,24,4,32,0,09,8.0,5,1,32,8.0,4.5,8,1843,0.6482588814632431,2843,8.930003517411185
676193,1613172,32435,43192,45,19,11,0,14,14.0,10,1,11,14.0,10.5,15,111,0.5634517766497462,197,10.548223350253807
1350122,3202592,11553,34262,78,19,15,4,20,21.0,6,0,15,21.0,4.0,2,360,0.728744939271255,494,9.070850202429149
610843,1513694,88748,8424,83,4,5,5,18,30.0,4,0,5,30.0,6.5,4,1671,0.569918144611187,2932,9.657230559345157
55824,325869,196386,35914,84,16,5,5,11,30.0,5,1,5,30.0,12.0,10,301,0.8337950138504155,361,5.587257617728532
1097078,2636338,162866,8460,106,12,41,5,10,4.0,4,1,41,4.0,8.5,11,70,0.5384615384615384,130,10.353846153846154
833816,2060222,31136,47209,24,4,20,0,09,8.0,9,1,20,8.0,9.0,5,6042,0.8284656519950637,7293,6.972850678733032
988193,2440407,41038,41149,100,21,33,6,19,9.0,4,1,33,9.0,5.0,7,393,0.4775212636695018,823,9.329283110571081
851310,2080397,152787,7693,115,7,26,5,10,4.0,2,1,26,4.0,4.0,7,102,0.6,170,6.8
494862,1339025,178669,16185,21,16,35,1,10,4.0,26,1,35,4.0,15.0,28,828,0.6561014263074485,1262,9.59350237717908
534599,1159471,70924,48523,37,1,9,5,09,8.0,17,1,9,8.0,10.5,17,131,0.3933933933933934,333,7.363363363363363
1105660,2646462,11324,12145,66,6,6,0,18,30.0,27,0,6,30.0,15.0,11,42,0.5185185185185185,81,9.839506172839506
240204,788765,172028,23579,3,19,23,1,20,7.0,26,0,23,7.0,13.5,14,164,0.5963636363636363,275,10.032727272727273
1081268,2833059,104906,34234,86,16,4,3,15,21.0,1,1,4,21.0,3.0,2,206,0.7030716723549488,293,6.255972696245734
537002,1165234,154100,38164,45,19,25,1,09,7.0,6,1,25,7.0,6.0,9,326,0.7071583514099783,461,10.078091106290673
1114821,2876710,51334,39947,115,7,7,6,15,21.0,7,1,7,21.0,7.5,6,347,0.6698841698841699,518,7.808880308880309
118256,404527,123650,48002,61,19,4,0,08,15.0,8,1,4,15.0,8.5,7,8,0.6666666666666666,12,11.916666666666666
1156725,2717629,122205,34466,116,1,10,0,13,30.0,12,1,10,30.0,6.5,9,249,0.5620767494356659,443,8.704288939051919
551361,1181051,165384,19421,37,1,4,4,16,30.0,8,0,4,30.0,6.0,2,9,0.2727272727272727,33,9.333333333333334
677092,1615066,195952,24142,116,1,4,4,09,30.0,15,0,4,30.0,9.0,0,49,0.532608695652174,92,9.728260869565217
157102,190608,150718,37766,123,4,10,6,08,30.0,8,1,10,30.0,9.0,16,395,0.6220472440944882,635,8.674015748031495
660751,1590805,129389,13176,24,4,21,4,13,18.0,2,1,21,18.0,9.5,15,13362,0.8631782945736434,15480,4.763501291989664
1208453,2768439,112662,165,12,9,19,0,15,30.0,4,0,19,30.0,5.5,5,29,0.4393939393939394,66,11.530303030303031
67451,349048,125985,9648,9,9,20,4,14,15.0,10,0,20,15.0,7.5,7,41,0.43617021276595747,94,11.563829787234043
127389,141771,128051,23405,17,13,4,5,16,30.0,3,0,4,30.0,5.0,1,89,0.22997416020671835,387,9.069767441860465
872827,2109168,78997,2295,83,4,6,1,18,30.0,4,0,6,30.0,8.0,5,670,0.5746140651801029,1166,9.996569468267582
30878,39968,55559,19006,107,19,8,3,20,8.0,11,0,8,8.0,6.0,2,206,0.6005830903790087,343,9.798833819241983
95172,382536,181674,37033,97,13,25,1,08,30.0,1,0,25,30.0,6.5,7,14,0.1891891891891892,74,9.45945945945946
1215267,3006696,55091,16262,93,3,7,3,18,30.0,7,0,7,30.0,5.5,5,191,0.6409395973154363,298,9.318791946308725
702132,1838668,43458,1940,84,16,5,0,18,30.0,15,0,5,30.0,9.5,2,709,0.761546723952739,931,5.900107411385607
1108650,2654358,15503,43262,72,13,39,0,12,4.0,15,0,39,4.0,18.5,28,65,0.3051643192488263,213,10.427230046948356
1349551,3201167,93549,8277,24,4,62,0,23,4.0,9,1,62,4.0,15.5,28,1624,0.7211367673179396,2252,8.698934280639431
345714,682728,178499,22481,3,19,4,0,19,30.0,3,0,4,30.0,5.0,0,11,0.6875,16,6.1875
702735,1840218,108793,29447,84,16,29,0,09,5.0,9,1,29,5.0,5.0,7,497,0.8688811188811189,572,4.295454545454546
275566,826433,177887,23046,81,15,7,6,15,30.0,6,1,7,30.0,8.0,15,9,0.3333333333333333,27,11.666666666666666
1071545,2819251,182594,13176,24,4,6,0,16,30.0,6,1,6,30.0,3.5,3,13362,0.8631782945736434,15480,4.763501291989664
302613,861759,84192,47526,21,16,37,2,09,15.0,5,1,37,15.0,3.5,4,136,0.5190839694656488,262,10.213740458015268
270789,586311,127785,25133,21,16,11,2,12,3.0,2,1,11,3.0,8.0,4,139,0.7473118279569892,186,6.580645161290323
778894,1937839,32831,20734,117,19,9,0,13,16.0,4,1,9,16.0,6.0,10,239,0.569047619047619,420,10.223809523809523
328589,902390,119013,4374,54,17,9,1,18,29.0,7,1,9,29.0,5.5,6,62,0.49206349206349204,126,8.357142857142858
1371927,3257791,7601,31893,37,1,30,6,17,30.0,16,0,30,30.0,10.0,13,59,0.3782051282051282,156,7.5576923076923075
588565,1228927,132004,41570,17,13,19,1,07,16.0,25,0,19,16.0,14.5,15,48,0.24742268041237114,194,8.948453608247423
798025,1760427,164985,21137,24,4,10,1,19,30.0,16,0,10,30.0,13.5,14,8603,0.7897007527079126,10894,8.017073618505599
737365,1701880,107073,27407,51,13,16,6,18,30.0,18,0,16,30.0,12.5,16,15,0.35714285714285715,42,10.880952380952381
1305142,3372994,58820,27706,4,9,33,5,16,9.0,7,0,33,9.0,5.0,7,19,0.3958333333333333,48,8.666666666666666
845142,2282643,149620,14127,26,7,16,2,11,3.0,11,1,16,3.0,11.5,11,65,0.6372549019607843,102,7.362745098039215
791009,1753571,41603,12127,107,19,7,0,10,7.0,27,0,7,7.0,14.0,14,20,0.6896551724137931,29,9.137931034482758
773155,1928762,134693,46584,120,16,58,6,11,9.0,13,1,58,9.0,15.5,24,313,0.681917211328976,459,9.326797385620916
878120,2121679,189479,11136,69,15,38,0,13,7.0,5,1,38,7.0,5.5,9,108,0.48214285714285715,224,10.080357142857142
1189305,2747157,196246,46069,123,4,5,0,13,30.0,4,0,5,30.0,3.0,0,107,0.6184971098265896,173,7.745664739884393
1346409,3194159,166505,47888,92,18,7,0,19,4.0,18,1,7,4.0,11.5,14,73,0.5934959349593496,123,11.146341463414634
1061714,2800791,119021,12341,32,4,67,3,06,3.0,7,1,67,3.0,4.5,8,1773,0.7789982425307557,2276,5.455623901581722
1036429,2573653,51916,38747,107,19,21,6,20,30.0,7,0,21,30.0,4.0,2,42,0.5675675675675675,74,8.824324324324325
621980,1511560,159777,32655,86,16,6,1,18,7.0,1,0,6,7.0,1.0,0,812,0.7718631178707225,1052,5.931558935361217
59360,334634,139568,33080,100,21,7,3,13,19.0,3,0,7,19.0,13.0,4,29,0.43283582089552236,67,11.313432835820896
245992,551848,109683,21195,19,13,9,2,13,30.0,3,1,9,30.0,2.5,3,355,0.5725806451612904,620,6.632258064516129
452269,1087227,195399,21137,24,4,55,6,07,12.0,6,0,55,12.0,4.0,4,8603,0.7897007527079126,10894,8.017073618505599
615538,1524606,20554,43768,83,4,11,0,08,8.0,4,1,11,8.0,15.5,25,552,0.5853658536585366,943,10.628844114528102
832193,2056135,189969,39558,83,4,23,1,12,15.0,3,0,23,15.0,5.5,4,198,0.5336927223719676,371,10.452830188679245
1330062,3404380,185074,37053,72,13,10,5,09,0.0,3,0,10,0.0,8.0,7,88,0.5333333333333333,165,10.636363636363637
866191,2313928,190591,44368,21,16,12,3,09,30.0,13,0,12,30.0,11.5,10,96,0.5161290322580645,186,9.559139784946236
980950,2269288,15012,37553,26,7,27,3,14,6.0,14,1,27,6.0,18.5,24,25,0.5319148936170213,47,6.48936170212766
682708,1629205,6487,38834,48,14,4,6,10,30.0,15,0,4,30.0,10.0,8,23,0.6052631578947368,38,9.68421052631579
1172967,2727363,130048,33000,36,16,6,6,19,9.0,3,0,6,9.0,2.5,1,1018,0.6897018970189702,1476,7.264227642276423
1154717,2711951,199278,39200,94,7,42,1,14,11.0,6,0,42,11.0,5.5,9,8,0.2857142857142857,28,8.785714285714286
272663,590947,14192,16896,107,19,16,2,15,8.0,4,1,16,8.0,6.0,11,42,0.6363636363636364,66,8.515151515151516
319634,634321,183599,42265,123,4,4,5,09,30.0,10,0,4,30.0,9.0,5,2479,0.6891854323046983,3597,8.67167083680845
827284,2010336,17373,49324,86,16,5,0,16,30.0,5,0,5,30.0,5.0,2,18,0.6923076923076923,26,6.730769230769231
953794,2222706,161255,9953,107,19,5,0,09,4.0,10,1,5,4.0,6.5,3,16,0.5517241379310345,29,8.793103448275861
489909,1129677,95454,10255,54,17,10,4,22,30.0,2,1,10,30.0,7.0,6,95,0.5491329479768786,173,7.023121387283237
720451,1865447,153238,13176,24,4,5,5,12,12.0,8,0,5,12.0,6.0,6,13362,0.8631782945736434,15480,4.763501291989664
1206936,2996079,120153,41149,100,21,13,3,20,10.0,5,1,13,10.0,6.0,8,393,0.4775212636695018,823,9.329283110571081
1348696,3199241,22707,22031,123,4,36,0,10,15.0,5,1,36,15.0,4.5,7,82,0.45054945054945056,182,8.296703296703297
1278602,3335831,31536,6774,86,16,4,5,15,30.0,7,0,4,30.0,6.5,7,146,0.7807486631016043,187,5.2727272727272725
1343156,3420011,177077,25275,5,13,4,4,16,30.0,6,0,4,30.0,8.0,1,0,0.0,1,6.0
767933,1736789,94400,5913,66,6,5,6,13,30.0,5,0,5,30.0,3.0,2,8,0.27586206896551724,29,11.310344827586206
1378676,3274175,60672,24345,36,16,13,0,09,13.0,9,0,13,13.0,7.5,7,1,0.14285714285714285,7,8.428571428571429
760462,1912882,79078,21195,19,13,5,6,10,30.0,6,0,5,30.0,7.5,3,355,0.5725806451612904,620,6.632258064516129
68174,66324,191193,14874,86,16,26,1,12,7.0,17,1,26,7.0,14.5,26,134,0.73224043715847,183,6.841530054644808
501256,1138351,145499,16965,37,1,12,5,17,30.0,3,1,12,30.0,2.5,4,370,0.5826771653543307,635,8.43779527559055
533901,1408868,116123,32085,111,17,7,3,12,16.0,9,1,7,16.0,18.5,22,40,0.49382716049382713,81,8.88888888888889
1248149,3072965,80981,11046,2,16,30,1,15,23.0,9,1,30,23.0,7.0,13,60,0.42857142857142855,140,9.014285714285714
146360,168946,127835,24964,83,4,9,6,08,25.0,35,1,9,25.0,18.0,29,3041,0.7313612313612313,4158,9.380952380952381
117932,403977,9817,33401,21,16,52,6,13,3.0,6,0,52,3.0,7.0,9,325,0.5721830985915493,568,10.649647887323944
191177,235597,164178,39619,9,9,4,2,18,16.0,13,0,4,16.0,11.0,10,431,0.5582901554404145,772,11.251295336787564
1075919,2824368,54470,13286,84,16,8,5,16,22.0,9,0,8,22.0,6.0,7,15,0.5769230769230769,26,7.1923076923076925
558995,1445203,94291,38318,130,14,16,2,14,19.0,1,1,16,19.0,16.0,15,46,0.5974025974025974,77,9.142857142857142
787271,1749896,182145,40706,123,4,13,1,14,8.0,17,1,13,8.0,12.0,19,2727,0.7133141511901648,3823,9.643735286424274
869781,2317997,199889,18061,121,14,8,0,15,30.0,29,0,8,30.0,23.0,13,3,0.5,6,17.166666666666668
166968,204803,64723,14869,61,19,5,0,15,30.0,8,0,5,30.0,5.5,2,3,0.375,8,18.25
1141857,2906179,136645,27650,21,16,40,5,14,7.0,6,1,40,7.0,5.0,9,3,0.75,4,12.0
1015360,2556102,25660,27086,53,16,10,1,19,15.0,4,1,10,15.0,9.0,15,1898,0.783003300330033,2424,6.81023102310231
600715,1239247,31747,40706,123,4,8,6,13,30.0,3,1,8,30.0,11.0,10,2727,0.7133141511901648,3823,9.643735286424274
98371,106021,109214,27336,123,4,32,5,22,9.0,6,1,32,9.0,10.5,10,322,0.5304777594728172,607,9.906095551894563
748874,1714708,133484,43891,17,13,6,1,12,30.0,6,0,6,30.0,4.0,3,9,0.18,50,12.38
835567,2064965,104856,30320,79,1,7,2,15,30.0,9,0,7,30.0,5.0,2,46,0.6865671641791045,67,7.2388059701492535
1169769,2950630,106046,10895,21,16,8,2,11,28.0,24,1,8,28.0,13.0,18,134,0.5851528384279476,229,11.235807860262009
474568,1311627,27390,31923,66,6,10,0,17,12.0,10,0,10,12.0,6.5,10,0,0.0,4,10.75
442440,1267991,138826,45004,54,17,17,4,11,3.0,33,1,17,3.0,24.5,36,47,0.7966101694915254,59,2.610169491525424
1117013,2881801,45185,27392,120,16,6,0,18,30.0,1,1,6,30.0,2.0,3,103,0.7006802721088435,147,8.517006802721088
873602,2110969,150423,16462,105,13,18,1,11,30.0,17,0,18,30.0,9.5,6,26,0.2765957446808511,94,11.0
1110056,2658067,128252,49235,53,16,24,5,09,14.0,6,1,24,14.0,12.0,19,2129,0.8046107331821618,2646,6.317460317460317
248215,799357,85342,47209,24,4,16,0,23,7.0,1,1,16,7.0,5.5,9,6042,0.8284656519950637,7293,6.972850678733032
1150345,2923306,74592,4605,83,4,4,0,15,30.0,1,1,4,30.0,6.5,7,2548,0.6772993088782563,3762,8.41733120680489
498038,1346769,88609,16759,83,4,16,4,20,17.0,10,1,16,17.0,5.5,9,1034,0.5935706084959816,1742,9.654994259471872
126123,419145,60584,10469,131,9,15,5,18,27.0,10,0,15,27.0,10.5,9,10,0.45454545454545453,22,11.318181818181818
379245,945890,156109,48679,83,4,15,6,21,9.0,13,0,15,9.0,8.0,12,1679,0.653816199376947,2568,9.731697819314642
612605,1518126,5530,29685,45,19,12,6,17,10.0,5,1,12,10.0,5.5,9,5,0.625,8,4.625
665814,1598280,5883,40878,4,9,5,2,14,17.0,8,0,5,17.0,6.5,8,83,0.6148148148148148,135,10.096296296296297
964587,2239434,192852,19019,96,20,17,5,22,20.0,7,1,17,20.0,6.5,11,341,0.6712598425196851,508,9.417322834645669
1210810,3000470,195073,29195,95,15,27,0,15,4.0,13,1,27,4.0,7.0,8,42,0.525,80,9.125
1079572,2828311,99755,24135,24,4,5,0,13,24.0,2,0,5,24.0,2.5,1,107,0.6079545454545454,176,5.7102272727272725
154562,184657,22582,7916,13,20,28,2,10,8.0,6,1,28,8.0,4.5,8,170,0.7203389830508474,236,6.936440677966102
358648,702973,95005,17794,83,4,7,6,14,13.0,9,0,7,13.0,5.5,5,1643,0.657989587505006,2497,9.277533039647578
347725,914230,184053,35951,91,16,5,6,17,30.0,11,0,5,30.0,7.5,5,1683,0.7734375,2176,6.436121323529412
638058,1775413,68699,34969,83,4,17,4,17,4.0,12,0,17,4.0,8.0,6,1484,0.6642793196060878,2234,8.612354521038496
118520,405182,83816,30511,79,1,6,2,01,14.0,5,0,6,14.0,5.0,1,23,0.6571428571428571,35,8.4
1126743,2890636,57048,42627,129,1,7,5,09,30.0,9,0,7,30.0,7.0,6,2,0.6666666666666666,3,18.666666666666668
1104372,2643671,144972,26209,24,4,100,0,15,2.0,11,1,100,2.0,11.5,17,4234,0.701806729653572,6033,8.980606663351566
1157657,2926550,193933,33401,21,16,4,0,09,30.0,8,1,4,30.0,10.5,11,325,0.5721830985915493,568,10.649647887323944
1034008,2521879,178215,43014,123,4,4,2,15,30.0,3,0,4,30.0,3.0,0,177,0.6579925650557621,269,9.0
952638,2219652,165788,29158,5,13,30,3,15,19.0,18,1,30,19.0,9.5,17,17,0.5151515151515151,33,12.515151515151516
238461,544180,185746,38579,120,16,5,6,08,30.0,2,1,5,30.0,1.5,2,70,0.6666666666666666,105,6.914285714285715
1289988,3126460,105608,12659,37,1,4,2,21,7.0,3,0,4,7.0,3.0,1,7,0.28,25,11.6
339427,908718,129351,5959,79,1,12,5,17,17.0,9,1,12,17.0,9.0,15,177,0.6344086021505376,279,9.344086021505376
329187,903649,62627,895,120,16,6,1,12,8.0,5,0,6,8.0,5.0,4,44,0.8301886792452831,53,8.924528301886792
641818,1779854,145049,14852,9,9,17,6,15,13.0,16,0,17,13.0,14.5,14,202,0.6392405063291139,316,9.677215189873417
548906,1424580,64303,25745,37,1,9,6,16,11.0,27,0,9,11.0,16.5,19,43,0.4574468085106383,94,9.148936170212766
286725,605046,128734,1158,116,1,66,0,15,5.0,7,1,66,5.0,11.0,19,438,0.5871313672922251,746,10.249329758713136
1174481,2956867,202656,3880,128,3,8,0,08,20.0,10,0,8,20.0,8.5,8,138,0.6764705882352942,204,9.867647058823529
1381985,3283025,168483,1818,88,13,14,2,08,7.0,14,1,14,7.0,8.5,15,22,0.5365853658536586,41,10.146341463414634
650938,1787478,142396,14147,36,16,19,3,19,6.0,12,1,19,6.0,7.5,8,155,0.5400696864111498,287,9.80836236933798
722712,1674173,9250,25852,1,20,43,5,10,4.0,5,1,43,4.0,4.5,6,55,0.7142857142857143,77,7.142857142857143
965156,2240688,186431,14233,115,7,31,4,15,16.0,1,1,31,16.0,2.0,3,435,0.7851985559566786,554,5.113718411552346
294157,618230,146711,34160,107,19,17,5,17,2.0,5,0,17,2.0,3.0,1,87,0.5878378378378378,148,9.513513513513514
309023,871258,176963,44795,24,4,5,4,18,16.0,5,0,5,16.0,8.0,4,97,0.47317073170731705,205,10.736585365853658
439856,1261216,53951,30024,86,16,14,0,17,25.0,10,0,14,25.0,6.5,3,56,0.7671232876712328,73,6.931506849315069
1110980,2659994,133346,20995,116,1,28,2,15,11.0,8,1,28,11.0,4.5,8,902,0.662747979426892,1361,8.914033798677442
176812,468175,141244,35535,83,4,13,0,15,14.0,9,1,13,14.0,6.0,5,215,0.6398809523809523,336,9.62202380952381
96981,102360,203447,41590,116,1,7,0,15,7.0,18,0,7,7.0,11.0,14,2,0.2,10,8.8
172340,462865,19523,44632,115,7,12,3,09,8.0,14,1,12,8.0,7.5,9,2662,0.7924977671926169,3359,6.303364096457279
879521,2124938,76023,17170,92,18,15,0,14,4.0,8,0,15,4.0,5.5,2,17,0.3469387755102041,49,9.387755102040817
424727,1048675,124087,36695,83,4,4,2,18,23.0,5,0,4,23.0,3.0,2,630,0.6803455723542117,926,9.802375809935205
203832,250058,159407,16249,83,4,22,6,18,6.0,13,1,22,6.0,10.0,13,165,0.673469387755102,245,8.359183673469389
309093,871419,38444,49217,83,4,6,3,07,3.0,4,0,6,3.0,2.5,3,30,0.45454545454545453,66,9.575757575757576
260363,571124,184142,8174,24,4,57,4,21,8.0,7,1,57,8.0,4.5,8,1288,0.6505050505050505,1980,9.06969696969697
329217,903778,93648,28713,5,13,6,0,09,7.0,14,0,6,7.0,9.5,12,2,0.2222222222222222,9,10.88888888888889
1052892,2794475,52699,7029,26,7,7,5,09,7.0,7,0,7,7.0,4.0,0,13,0.48148148148148145,27,6.296296296296297
539095,1170435,52912,9339,106,12,6,4,22,5.0,4,1,6,5.0,9.5,11,341,0.7045454545454546,484,10.5
440388,1262803,133087,49235,53,16,5,0,20,5.0,22,1,5,5.0,13.5,6,2129,0.8046107331821618,2646,6.317460317460317
